,shhh.. Just listEn :)_A Rocket to the Moon
6922,actually
6923,see
6924,us
6925,without
6926,sheets
6927,lydia
6928,like
6929,trick
6930,question
6931,barbara
6932,tell
6933,truth
6934,lydia
6935,offended
6936,course
6937,see
6938,adam
6939,nobody
6940,else
6941,lydia
6942,i'm
6943,wearing
6944,contacts
6945,also
6946,read
6947,handbook
6948,recently
6949,deceased
6950,says
6951,live
6952,people
6953,ignore
6954,strange
6955,unusual
6956,strange
6957,unusual
6958,barbara
6959,tenderly
6960,look
6961,like
6962,regular
6963,girl
6964,lydia
6965,blushes
6966,barbara
6967,smiles
6968,warmly
6969,begin
6970,ning
6971,like
6972,lydia
6973,adam
6974,read
6975,book
6976,could
6977,follow
6978,lydia
6979,nods
6980,head
6981,lydia
6982,creeping
6983,around
6984,delia's
6985,bedroom
6986,adam
6987,trying
6988,scare
6989,mother
6990,lydia
6991,stepmother
6992,i'm
6993,sensitive
6994,related
6995,reptiles
6996,barbara
6997,smiles
6998,lydia
6999,continuing
7000,can't
7001,scare
7002,sleeping
7003,prince
7004,valium
7005,tonight
7006,defiantly
7007,stole
7008,key
7009,attic
7010,know
7011,adam
7012,barbara
7013,look
7014,barbara
7015,maybe
7016,better
7017,talk
7018,int
7019,attic
7020,room
7021,night
7022,adam's
7023,rigged
7024,moon
7025,stars
7026,adam
7027,barbara
7028,lydia
7029,stand
7030,beyond
7031,fringes
7032,town
7033,dimly
7034,lighted
7035,giants
7036,lydia
7037,carved
7038,little
7039,figures
7040,houses
7041,things
7042,adam
7043,pleased
7044,certainly
7045,i'd
7046,finish
7047,get
7048,much
7049,lydia
7050,used
7051,house
7052,bet
7053,want
7054,scare
7055,everybody
7056,adam
7057,want
7058,frighten
7059,away
7060,little
7061,embarrassed
7062,move
7063,lydia
7064,know
7065,deetz's
7066,well
7067,father
7068,bought
7069,place
7070,never
7071,walks
7072,away
7073,equity
7074,leave
7075,barbara
7076,can't
7077,left
7078,house
7079,since
7080,funeral
7081,lydia
7082,funeral
7083,god
7084,guys
7085,really
7086,dead
7087,fascinated
7088,like
7089,funeral
7090,cry
7091,adam
7092,handbook
7093,says
7094,funerals
7095,dead
7096,lydia
7097,god
7098,true
7099,amazing
7100,kinda
7101,like
7102,visit
7103,sometimes
7104,adam
7105,well
7106,know
7107,get
7108,many
7109,visitors
7110,barbara
7111,know
7112,really
7113,pretty
7114,girl
7115,lydia
7116,flushes
7117,charles
7118,os
7119,lydia
7120,lydia
7121,better
7122,go
7123,barbara
7124,wait
7125,think
7126,would
7127,good
7128,idea
7129,told
7130,parents
7131,we're
7132,adam
7133,unless
7134,think
7135,would
7136,scare
7137,lydia
7138,starts
7139,exit
7140,adam
7141,continuing
7142,tell
7143,desperate
7144,horrible
7145,ghoulish
7146,creatures
7147,stop
7148,nothing
7149,get
7150,back
7151,house
7152,lydia
7153,looks
7154,wait
7155,minute
7156,dream
7157,tricks
7158,prove
7159,i'm
7160,dreaming
7161,barbara
7162,shakes
7163,head
7164,little
7165,ashamed
7166,lydia
7167,continuing
7168,well
7169,real
7170,ghosts
7171,better
7172,get
7173,another
7174,routine
7175,sheets
7176,suck
7177,sneaks
7178,smile
7179,barbara
7180,exits
7181,ext
7182,house
7183,day
7184,big
7185,ugly
7186,machine
7187,something
7188,unnecessary
7189,yard
7190,int
7191,darkroombasement
7192,day
7193,fastticking
7194,clock
7195,timer
7196,lydia
7197,making
7198,polaroid
7199,enlargements
7200,quick
7201,expert
7202,examining
7203,print
7204,magnifying
7205,glass
7206,int
7207,upstairs
7208,bathroom
7209,day
7210,delia
7211,shrieks
7212,going
7213,dirty
7214,clothes
7215,come
7216,across
7217,sheets
7218,eye
7219,holes
7220,delia
7221,lydia
7222,lydia
7223,hands
7224,shredded
7225,laundry
7226,deal
7227,vandalism
7228,int
7229,downstairs
7230,hallway
7231,day
7232,lydia
7233,pounding
7234,basement
7235,wet
7236,print
7237,collides
7238,delia
7239,rushing
7240,sec
7241,ond
7242,floor
7243,scissored
7244,sheets
7245,delia
7246,lydia
7247,honest
7248,god
7249,i'm
7250,going
7251,kill
7252,i'm
7253,party
7254,tonight
7255,i'm
7256,cooking
7257,can't
7258,get
7259,servants
7260,need
7261,angst
7262,certainly
7263,lydia
7264,speeds
7265,delia
7266,continuing
7267,owe
7268,threehundred
7269,bucks
7270,lydia
7271,go
7272,running
7273,father
7274,worm
7275,int
7276,charles'
7277,office
7278,day
7279,lydia
7280,rushes
7281,charles
7282,working
7283,furiously
7284,word
7285,processor
7286,amidst
7287,array
7288,maps
7289,plans
7290,lydia
7291,dad
7292,believe
7293,charles
7294,yes
7295,except
7296,creep
7297,around
7298,mother's
7299,lydia
7300,stepmother's
7301,charles
7302,sheets
7303,lydia
7304,well
7305,mean
7306,weirdest
7307,charles
7308,lydia
7309,know
7310,pratical
7311,jokes
7312,lydia
7313,joke
7314,sheet
7315,full
7316,ghosts
7317,hands
7318,photo
7319,looks
7320,lydia
7321,points
7322,lydia
7323,continuing
7324,feet
7325,charles
7326,laughs
7327,lydia
7328,continuing
7329,believe
7330,sheet
7331,full
7332,ghosts
7333,live
7334,charles
7335,begins
7336,scroll
7337,computer
7338,program
7339,charles
7340,dismissing
7341,clever
7342,lydia
7343,would
7344,please
7345,i'll
7346,tell
7347,know
7348,bored
7349,right
7350,take
7351,camera
7352,bike
7353,photograph
7354,every
7355,building
7356,town
7357,tell
7358,anyone
7359,handing
7360,wad
7361,bills
7362,take
7363,cash
7364,go
7365,how's
7366,want
7367,stretch
7368,lydia
7369,exits
7370,determination
7371,charles
7372,looks
7373,wall
7374,runs
7375,finger
7376,plat
7377,map
7378,winter
7379,river
7380,like
7381,adam's
7382,attic
7383,charles
7384,continuing
7385,look
7386,size
7387,lots
7388,adam
7389,peers
7390,map
7391,puzzled
7392,adam
7393,guy
7394,barbara
7395,follows
7396,lydia
7397,adam
7398,thinks
7399,intrigued
7400,exits
7401,int
7402,kitchen
7403,day
7404,delia
7405,frantically
7406,preparing
7407,evening's
7408,dinner
7409,party
7410,lydia
7411,much
7412,way
7413,trying
7414,show
7415,photographs
7416,delia
7417,looking
7418,delia
7419,can't
7420,believe
7421,ghosts
7422,giving
7423,dinner
7424,party
7425,seven
7426,people
7427,tonight
7428,otho
7429,agreed
7430,come
7431,back
7432,demolition
7433,attic
7434,agent
7435,bernard
7436,bringing
7437,woman
7438,writes
7439,art
7440,america
7441,fact
7442,one
7443,tonight
7444,vanity
7445,fair
7446,except
7447,lydia
7448,resigned
7449,told
7450,mean
7451,afraid
7452,delia
7453,dare
7454,talk
7455,others
7456,i'm
7457,artist
7458,thing
7459,scares
7460,embarrassed
7461,front
7462,friends
7463,know
7464,hard
7465,get
7466,civilized
7467,people
7468,set
7469,foot
7470,part
7471,connecticut
7472,solitary
7473,word
7474,pubescent
7475,tripe
7476,anyone
7477,lydia
7478,exits
7479,angrily
7480,camera
7481,hinges
7482,barbara
7483,watching
7484,horrified
7485,delia's
7486,occupation
7487,barbara's
7488,kitchen
7489,adam
7490,appears
7491,barbara
7492,lydia's
7493,trying
7494,believe
7495,adam
7496,got
7497,photos
7498,barbara
7499,barbara
7500,adam
7501,photo
7502,big
7503,foot
7504,adam
7505,different
7506,eventually
7507,she'll
7508,take
7509,someone
7510,attic
7511,we've
7512,got
7513,try
7514,contact
7515,guy
7516,betelmyer
7517,gotta
7518,get
7519,help
7520,hon
7521,int
7522,attic
7523,room
7524,later
7525,day
7526,adam
7527,looks
7528,intently
7529,book
7530,barbara's
7531,eye
7532,caught
7533,something
7534,model
7535,cemetery
7536,moves
7537,sees
7538,small
7539,gravestone
7540,lit
7541,neon
7542,barbara
7543,adam
7544,adam
7545,comes
7546,looks
7547,adam
7548,one
7549,hmmm
7550,barbara
7551,look
7552,betelgeuse
7553,betelgeuse
7554,looks
7555,adam
7556,adam
7557,chews
7558,lip
7559,thoughtfully
7560,adam
7561,go
7562,ahead
7563,third
7564,time's
7565,charm
7566,barbara
7567,deep
7568,breath
7569,betelgeuse
7570,zap
7571,transported
7572,model
7573,graveyard
7574,ext
7575,inside
7576,model
7577,graveyard
7578,night
7579,wind
7580,blows
7581,shovels
7582,lanterns
7583,adam
7584,barbara
7585,unlikely
7586,gravediggers
7587,mechanized
7588,clouds
7589,move
7590,sky
7591,across
7592,mechanical
7593,moon
7594,throwing
7595,weird
7596,shadows
7597,everywhere
7598,ground
7599,fog
7600,creeps
7601,slowly
7602,along
7603,graves
7604,eerie
7605,barbara
7606,happened
7607,adam
7608,three
7609,times
7610,powerful
7611,number
7612,barbara
7613,standing
7614,front
7615,grave
7616,bet
7617,el
7618,geuse
7619,awful
7620,name
7621,thought
7622,like
7623,know
7624,juice
7625,beetles
7626,adam
7627,cringes
7628,barbara
7629,continuing
7630,adam
7631,looks
7632,grave
7633,knocks
7634,stone
7635,nothing
7636,adam
7637,anything
7638,simple
7639,far
7640,look
7641,shovel
7642,dig
7643,barbara
7644,oh
7645,adam
7646,gloves
7647,nails
7648,keep
7649,getting
7650,longer
7651,i'll
7652,break
7653,hands
7654,shovel
7655,anyway
7656,digs
7657,ext
7658,inside
7659,model
7660,graveyard
7661,later
7662,night
7663,they're
7664,almost
7665,six
7666,feet
7667,almost
7668,sight
7669,grave
7670,inside
7671,grave
7672,adam
7673,suddenly
7674,hits
7675,wood
7676,barbara
7677,time
7678,lean
7679,brush
7680,dirt
7681,brass
7682,plate
7683,coffin
7684,betelgeuse
7685,adam
7686,guess
7687,open
7688,barbara
7689,maybe
7690,knock
7691,first
7692,slight
7693,tremor
7694,shakes
7695,look
7696,try
7697,scramble
7698,grave
7699,topside
7700,barely
7701,crawl
7702,mouldering
7703,corpse
7704,springs
7705,grave
7706,jumps
7707,barbara's
7708,back
7709,plants
7710,thousandyearold
7711,kiss
7712,lips
7713,screams
7714,burbles
7715,adam
7716,pulls
7717,corpse
7718,back
7719,corpse
7720,three
7721,stooges
7722,hammer
7723,adam's
7724,head
7725,adam
7726,staggers
7727,backward
7728,unhurt
7729,shocked
7730,three
7731,stop
7732,corpse
7733,something
7734,unreal
7735,almost
7736,mechanical
7737,corpse
7738,grinning
7739,insanely
7740,flies
7741,straight
7742,air
7743,heads
7744,crashes
7745,tombstone
7746,adam
7747,barbara
7748,see
7749,corpse
7750,huge
7751,marionette
7752,string
7753,pole
7754,laugh
7755,comes
7756,behind
7757,gravestone
7758,puppeteer
7759,betelgeuse
7760,steps
7761,looks
7762,like
7763,someone
7764,crawled
7765,rock
7766,one
7767,slippery
7768,customer
7769,betelgeuse
7770,speaks
7771,rapid
7772,polyglot
7773,choosing
7774,words
7775,phrases
7776,every
7777,slang
7778,world
7779,barbara
7780,mighty
7781,uneasy
7782,betelgeuse
7783,right
7784,barbara
7785,we're
7786,betelgeuse
7787,dead
7788,adam
7789,dead
7790,betelgeuse
7791,hell
7792,i'm
7793,rolling
7794,i'm
7795,businessman
7796,i'm
7797,man
7798,beeetel
7799,jooose
7800,gotta
7801,kill
7802,adam
7803,kill
7804,anyone
7805,barbara
7806,get
7807,people
7808,house
7809,betelgeuse
7810,bio
7811,busting
7812,love
7813,gotta
7814,kill
7815,family
7816,right
7817,obnoxious
7818,bet
7819,contorting
7820,face
7821,mommie
7822,daddy
7823,piglets
7824,barbara
7825,one
7826,daughter
7827,betelgeuse
7828,hey
7829,saturn
7830,brushing
7831,yellow
7832,dust
7833,hate
7834,sandworms
7835,yecchhh
7836,i've
7837,lost
7838,lot
7839,buddies
7840,sandworms
7841,back
7842,work
7843,daughter
7844,got
7845,good
7846,legs
7847,god
7848,love
7849,young
7850,leg
7851,air
7852,blows
7853,barbara's
7854,dress
7855,exposing
7856,legs
7857,leers
7858,barbara
7859,fourteen
7860,adam
7861,acts
7862,like
7863,thirtyfive
7864,betelgeuse
7865,rubbing
7866,hands
7867,feel
7868,short
7869,old
7870,men
7871,dirty
7872,ears
7873,barbara
7874,grossed
7875,increasingly
7876,uneasy
7877,beetle
7878,juice
7879,senses
7880,gets
7881,back
7882,business
7883,betelgeuse
7884,dead
7885,want
7886,undead
7887,throw
7888,live
7889,guys
7890,mommie
7891,daddy
7892,lolita
7893,might
7894,mind
7895,tumble
7896,older
7897,guy
7898,cold
7899,even
7900,though
7901,paid
7902,hard
7903,casharoonie
7904,dump
7905,adam
7906,deetzes
7907,destroying
7908,house
7909,betelgeuse
7910,scolding
7911,sarcasm
7912,maitlands
7913,backbone
7914,afterlife
7915,what's
7916,cut
7917,adam
7918,scare
7919,beetle
7920,juice
7921,looks
7922,offended
7923,betelgeuse
7924,scary
7925,judge
7926,angle
7927,swirls
7928,face
7929,shoulders
7930,horrifying
7931,image
7932,pleased
7933,laughs
7934,barbara
7935,decisively
7936,honey
7937,let's
7938,go
7939,adam
7940,go
7941,d'ya
7942,mean
7943,need
7944,help
7945,barbara
7946,work
7947,something
7948,try
7949,harder
7950,betelgeuse
7951,hold
7952,let's
7953,squeamish
7954,missy
7955,rang
7956,bell
7957,gotta
7958,lick
7959,pump
7960,i'm
7961,rolling
7962,barbara
7963,grabs
7964,adam
7965,betelgeuse
7966,getting
7967,mad
7968,pretty
7969,betelgeuse
7970,folks
7971,reasonable
7972,i'm
7973,service
7974,judge
7975,i'm
7976,harmless
7977,guy
7978,try
7979,barbara
7980,home
7981,home
7982,home
7983,zap
7984,gone
7985,betelgeuse
7986,furious
7987,betelgeuse
7988,fresh
7989,corpse
7990,creeps
7991,think
7992,walking
7993,away
7994,professional
7995,betelgeuse
7996,walks
7997,tree
7998,kicks
7999,hard
8000,whole
8001,huge
8002,tree
8003,falls
8004,kabloom
8005,int
8006,attic
8007,day
8008,small
8009,tree
8010,falls
8011,model
8012,adam
8013,across
8014,room
8015,walks
8016,straightens
8017,looks
8018,barbara
8019,poring
8020,handbook
8021,making
8022,notes
8023,counting
8024,procedures
8025,adam
8026,honey
8027,think
8028,mistake
8029,barbara
8030,going
8031,expose
8032,little
8033,girl
8034,pervert
8035,adam
8036,how'd
8037,barbara
8038,proud
8039,hunch
8040,remember
8041,things
8042,come
8043,threes
8044,three
8045,times
8046,three
8047,times
8048,i'm
8049,getting
8050,hang
8051,stuff
8052,adam
8053,think
8054,really
8055,pissed
8056,barbara
8057,care
8058,adam
8059,let
8060,barbara
8061,i've
8062,changed
8063,mind
8064,feel
8065,really
8066,confident
8067,we're
8068,getting
8069,better
8070,stuff
8071,scare
8072,tonight
8073,i've
8074,got
8075,idea
8076,going
8077,love
8078,i'm
8079,going
8080,hate
8081,adam
8082,turns
8083,look
8084,model
8085,straightens
8086,tree
8087,turns
8088,away
8089,see
8090,tiny
8091,light
8092,moving
8093,tiny
8094,model
8095,forest
8096,towards
8097,house
8098,adam
8099,vo
8100,okay
8101,betelgeuse
8102,sure
8103,seemed
8104,mad
8105,betelgeuse
8106,vo
8107,singing
8108,hi
8109,ho
8110,hi
8111,ho
8112,work
8113,go
8114,int
8115,dining
8116,room
8117,night
8118,dinner
8119,seven
8120,promised
8121,everything
8122,looks
8123,nice
8124,deetzes
8125,control
8126,element
8127,element
8128,neuroticchic
8129,guests
8130,affecting
8131,distaste
8132,make
8133,long
8134,drive
8135,connecticut
8136,there's
8137,bitchy
8138,feud
8139,going
8140,grace
8141,art
8142,amer
8143,ica
8144,writer
8145,bernard
8146,delia's
8147,agent
8148,threatens
8149,become
8150,fullscale
8151,war
8152,otho
8153,drunkish
8154,engaged
8155,third
8156,favorite
8157,occupation
8158,direct
8159,attacks
8160,personal
8161,weaknesses
8162,friends
8163,he's
8164,singled
8165,victim
8166,beryl
8167,editor
8168,ballantine
8169,fraillooking
8170,woman
8171,dressed
8172,artistically
8173,otho
8174,beryl
8175,well
8176,darling
8177,hysterectomy
8178,tell
8179,us
8180,really
8181,went
8182,hospital
8183,last
8184,week
8185,dare
8186,ask
8187,nose
8188,nouveau
8189,charles
8190,privately
8191,otho
8192,otho
8193,got
8194,help
8195,get
8196,maxie
8197,dean
8198,deal
8199,could
8200,make
8201,us
8202,comfortable
8203,otho
8204,he's
8205,clovenhooved
8206,beast
8207,charles
8208,he's
8209,cousin
8210,otho
8211,ashamed
8212,say
8213,look
8214,nothing
8215,short
8216,giving
8217,away
8218,free
8219,sacks
8220,money
8221,would
8222,get
8223,charles
8224,sarah
8225,forget
8226,can't
8227,get
8228,bergdorf's
8229,plastic
8230,explosives
8231,still
8232,beryl's
8233,case
8234,hope
8235,yet
8236,another
8237,dreary
8238,suicide
8239,attempts
8240,know
8241,say
8242,people
8243,commit
8244,suicide
8245,afterlife
8246,become
8247,civil
8248,servants
8249,bernard
8250,otho
8251,know
8252,supernatural
8253,otho
8254,course
8255,remember
8256,stint
8257,living
8258,theatre
8259,one
8260,new
8261,york
8262,city's
8263,leading
8264,paranormal
8265,researchers
8266,bottom
8267,dropped
8268,business
8269,'72
8270,beryl
8271,sick
8272,death
8273,blowhard
8274,paranormal
8275,they're
8276,calling
8277,kind
8278,lydia
8279,watches
8280,otho
8281,thoughtfully
8282,suddenly
8283,cur
8284,ious
8285,delia
8286,senses
8287,lydia
8288,might
8289,talk
8290,ghosts
8291,delia
8292,threat
8293,quietly
8294,lydia
8295,dare
8296,lydia
8297,saw
8298,ghosts
8299,quiet
8300,delia
8301,interrupting
8302,lydia
8303,tried
8304,play
8305,amusing
8306,joke
8307,afternoon
8308,lydia
8309,joke
8310,delia
8311,tried
8312,convince
8313,house
8314,haunted
8315,kids
8316,kids
8317,kids
8318,love
8319,otho's
8320,glance
8321,sharpens
8322,everyone
8323,else
8324,listens
8325,grace
8326,ghosts
8327,lydia
8328,else
8329,delia
8330,laughing
8331,away
8332,sheets
8333,yet
8334,designer
8335,sheets
8336,charles
8337,seeing
8338,things
8339,going
8340,well
8341,delia
8342,proposes
8343,toast
8344,charles
8345,propose
8346,toast
8347,intrepid
8348,friends
8349,braved
8350,expressway
8351,fourteen
8352,toll
8353,booths
8354,visit
8355,us
8356,may
8357,buildings
8358,go
8359,condo
8360,lift
8361,wineglasses
8362,drink
8363,synchro
8364,nously
8365,spit
8366,wine
8367,together
8368,everyone
8369,yechhh
8370,charles
8371,lifts
8372,wine
8373,bottle
8374,cooler
8375,disgust
8376,spans
8377,room
8378,bottle
8379,bears
8380,familiar
8381,spread
8382,wings
8383,thunderbird
8384,beryl
8385,thunderbird
8386,wine
8387,god
8388,delia
8389,even
8390,safeway
8391,delia
8392,horrified
8393,recovering
8394,joke
8395,joke
8396,charles
8397,get
8398,good
8399,wine
8400,i'll
8401,serve
8402,shrimp
8403,joke
8404,delia
8405,stares
8406,spike
8407,lydia
8408,delia
8409,charles
8410,rush
8411,kitchen
8412,otho
8413,looks
8414,glass
8415,peers
8416,lydia
8417,int
8418,kitchen
8419,night
8420,delia
8421,rushes
8422,get
8423,sushi
8424,charles
8425,finds
8426,good
8427,wine
8428,delia
8429,rapidly
8430,furious
8431,lydia
8432,switched
8433,wines
8434,charles
8435,agree
8436,right
8437,boarding
8438,school
8439,forget
8440,call
8441,sex
8442,ever
8443,natural
8444,lifetime
8445,nods
8446,reluctantly
8447,rushes
8448,back
8449,guests
8450,int
8451,dining
8452,room
8453,night
8454,lydia
8455,looking
8456,around
8457,curiously
8458,delia
8459,charles
8460,rush
8461,back
8462,sushi
8463,good
8464,wine
8465,delia
8466,pours
8467,bernard
8468,obvious
8469,connoisseur
8470,tastes
8471,wine
8472,wait
8473,kerosene
8474,du
8475,pape
8476,smiles
8477,smile
8478,otho
8479,interested
8480,lydia's
8481,story
8482,leans
8483,toward
8484,otho
8485,lydia
8486,favor
8487,us
8488,ghosts
8489,delia
8490,encourage
8491,little
8492,person
8493,otho
8494,oh
8495,delia
8496,lighten
8497,delia
8498,without
8499,therapy
8500,allow
8501,ruin
8502,delia
8503,something
8504,comes
8505,straightens
8506,crouches
8507,little
8508,hand
8509,sweeps
8510,across
8511,front
8512,almost
8513,mechanically
8514,delia
8515,deetz
8516,unable
8517,help
8518,leaves
8519,whitebread
8520,world
8521,behind
8522,possessed
8523,sings
8524,someone
8525,else's
8526,voice
8527,rich
8528,negro
8529,tenor
8530,delia
8531,care
8532,words
8533,could
8534,say
8535,lydia's
8536,eyes
8537,widen
8538,music
8539,guests
8540,spellbound
8541,charles
8542,beat
8543,ink
8544,spots
8545,eyes
8546,voice
8547,charles
8548,every
8549,prayer
8550,begin
8551,end
8552,name
8553,delia
8554,shocked
8555,looks
8556,lydia
8557,delia
8558,god's
8559,sake
8560,stop
8561,cut
8562,short
8563,powerful
8564,inspiration
8565,delia
8566,could
8567,true
8568,beyond
8569,compare
8570,guests
8571,except
8572,lydia
8573,possessed
8574,become
8575,stand
8576,chairs
8577,spin
8578,perfect
8579,motown
8580,choreography
8581,everyone
8582,except
8583,lydia
8584,shoo
8585,doo
8586,wop
8587,shoo
8588,doo
8589,wop
8590,delia
8591,care
8592,everyone
8593,shoo
8594,doo
8595,wop
8596,shoo
8597,doo
8598,wop
8599,look
8600,sheer
8601,delight
8602,comes
8603,across
8604,lydia's
8605,face
8606,unlike
8607,anything
8608,previously
8609,seen
8610,dances
8611,claps
8612,hands
8613,time
8614,music
8615,teen
8616,heaven
8617,note
8618,delia
8619,guests
8620,fully
8621,aware
8622,singingactions
8623,helpless
8624,stop
8625,funny
8626,nevertheless
8627,little
8628,frighten
8629,ing
8630,lydia
8631,excitedly
8632,looks
8633,around
8634,room
8635,see
8636,see
8637,ghosts
8638,can't
8639,song
8640,pauses
8641,everyone
8642,tries
8643,recover
8644,shocked
8645,second
8646,instead
8647,tempo
8648,changes
8649,tempo
8650,quickens
8651,guestchorus
8652,syncopated
8653,like
8654,alternating
8655,pistons
8656,pushed
8657,pulled
8658,chairs
8659,sing
8660,throughout
8661,song
8662,crashes
8663,end
8664,bernard
8665,looks
8666,shrimp
8667,cocktail
8668,shrimp
8669,draped
8670,rice
8671,roll
8672,suddenly
8673,rears
8674,like
8675,hand
8676,making
8677,tiny
8678,fist
8679,grabs
8680,dangling
8681,tie
8682,smash
8683,wider
8684,guests
8685,punched
8686,shrimp
8687,back
8688,chairs
8689,ground
8690,stunned
8691,suddenly
8692,everyone
8693,runs
8694,frightened
8695,next
8696,room
8697,extint
8698,attic
8699,room
8700,night
8701,adam
8702,barbara
8703,huge
8704,smiles
8705,faces
8706,dance
8707,bugaloo
8708,hug
8709,kiss
8710,landing
8711,front
8712,attic
8713,door
8714,open
8715,together
8716,adam
8717,let's
8718,watch
8719,'em
8720,scatter
8721,enter
8722,attic
8723,run
8724,window
8725,look
8726,front
8727,yard
8728,yard
8729,house
8730,pov
8731,night
8732,filled
8733,cars
8734,guests
8735,well
8736,delia
8737,charles'
8738,vehicles
8739,adam
8740,os
8741,minute
8742,they'll
8743,run
8744,screaming
8745,back
8746,scene
8747,wait
8748,nothing
8749,moving
8750,outside
8751,barbara
8752,ink
8753,spots
8754,wonderful
8755,adam
8756,smiles
8757,proudly
8758,adam
8759,shrimp
8760,remarkable
8761,barbara
8762,shrimp
8763,wine
8764,sushi
8765,adam
8766,n
8767,ink
8768,spots
8769,barbara
8770,vo
8771,timid
8772,knock
8773,door
8774,attic
8775,barbara
8776,glances
8777,adam
8778,know
8779,lydia
8780,outside
8781,door
8782,lydia
8783,adam
8784,puzzled
8785,goes
8786,door
8787,opens
8788,lydia
8789,standing
8790,sheepish
8791,lydia
8792,continuing
8793,they'd
8794,like
8795,come
8796,downstairs
8797,delia
8798,says
8799,pick
8800,sheets
8801,want
8802,int
8803,living
8804,room
8805,night
8806,guests
8807,sitting
8808,expectantly
8809,photographs
8810,passed
8811,around
8812,wheels
8813,turning
8814,charles'
8815,mind
8816,sees
8817,gold
8818,mine
8819,everyone
8820,speaks
8821,delia
8822,indicate
8823,marvelously
8824,urbane
8825,sense
8826,humor
8827,part
8828,ghosts
8829,actually
8830,appear
8831,sheets
8832,otho
8833,we're
8834,dealing
8835,tracy
8836,hepburn
8837,sophisticated
8838,pair
8839,must
8840,protect
8841,treat
8842,respect
8843,nurture
8844,charles
8845,people
8846,pay
8847,big
8848,money
8849,right
8850,grace
8851,grace
8852,nodding
8853,charles
8854,want
8855,know
8856,tell
8857,delia
8858,changing
8859,tune
8860,waiting
8861,proof
8862,lydia's
8863,photographs
8864,charles
8865,scheming
8866,bernard
8867,skeptical
8868,talking
8869,got
8870,little
8871,drunk
8872,that's
8873,otho
8874,matter
8875,drunk
8876,get
8877,cannot
8878,sound
8879,like
8880,ink
8881,spots
8882,charles
8883,charles
8884,get
8885,maxie
8886,dean
8887,charles
8888,plots
8889,plans
8890,otho
8891,wife
8892,sarah
8893,loves
8894,supernatural
8895,reading
8896,last
8897,week
8898,told
8899,jowls
8900,would
8901,tighten
8902,soon
8903,mean
8904,make
8905,sprint
8906,helicopter
8907,produce
8908,ghosts
8909,beryl
8910,enquirer
8911,offered
8912,fifty
8913,thousand
8914,dollars
8915,absolute
8916,proof
8917,life
8918,death
8919,i'll
8920,send
8921,bernard
8922,i'm
8923,delia's
8924,agent
8925,i've
8926,lost
8927,money
8928,years
8929,work
8930,anything
8931,actually
8932,happened
8933,i'll
8934,handle
8935,thank
8936,see
8937,real
8938,proof
8939,lydia
8940,appears
8941,base
8942,stairs
8943,everyone
8944,stops
8945,squabbling
8946,looks
8947,expectantly
8948,lydia
8949,want
8950,come
8951,otho
8952,bernard
8953,shakes
8954,head
8955,elaborate
8956,hoax
8957,harumphs
8958,lydia
8959,think
8960,reason
8961,trying
8962,scare
8963,get
8964,scared
8965,delia
8966,course
8967,scared
8968,looking
8969,around
8970,little
8971,startled
8972,one
8973,shrimp
8974,dropped
8975,kamali
8976,bernard
8977,convinced
8978,whole
8979,business
8980,put
8981,bernard
8982,shaking
8983,head
8984,total
8985,collective
8986,hallucination
8987,beryl
8988,little
8989,tipsie
8990,delia
8991,hallucination
8992,people
8993,real
8994,really
8995,totally
8996,real
8997,grace
8998,course
8999,rather
9000,spectacular
9001,effects
9002,connecticut
9003,mean
9004,otho
9005,presences
9006,home
9007,space
9008,place
9009,live
9010,speak
9011,hide
9012,lydia
9013,reluctantly
9014,attic
9015,charles
9016,attic
9017,room
9018,locked
9019,lydia
9020,they're
9021,ghosts
9022,want
9023,otho
9024,fabulous
9025,otho
9026,fenlock's
9027,locked
9028,door
9029,ghosts
9030,probably
9031,committed
9032,suicide
9033,hanging
9034,like
9035,beeves
9036,rafters
9037,i'm
9038,totally
9039,enchanted
9040,bernard
9041,gathers
9042,grace
9043,beryl
9044,walks
9045,door
9046,bernard
9047,delia
9048,flake
9049,always
9050,flake
9051,i'm
9052,packing
9053,going
9054,back
9055,tricks
9056,city
9057,manage
9058,must
9059,frighten
9060,people
9061,sculpture
9062,exit
9063,delia
9064,horrified
9065,embarrassed
9066,delia
9067,wait
9068,i'm
9069,going
9070,get
9071,bottom
9072,lydia
9073,hightech
9074,trick
9075,want
9076,take
9077,us
9078,tout
9079,sweet
9080,int
9081,landing
9082,outside
9083,attic
9084,delia
9085,charles
9086,otho
9087,lydia
9088,creep
9089,creep
9090,delia
9091,whispering
9092,shhh
9093,they're
9094,god
9095,live
9096,like
9097,animals
9098,they've
9099,hiding
9100,lydia
9101,nods
9102,delia
9103,suddenly
9104,brashly
9105,pounds
9106,door
9107,delia
9108,shouting
9109,right
9110,dead
9111,people
9112,come
9113,we'll
9114,break
9115,door
9116,drag
9117,ropes
9118,hanged
9119,lydia
9120,shhhh
9121,commit
9122,suicide
9123,delia
9124,matter
9125,matters
9126,i've
9127,got
9128,roomful
9129,guests
9130,think
9131,i'm
9132,fraud
9133,lydia
9134,going
9135,teach
9136,something
9137,lydia
9138,got
9139,take
9140,right
9141,tone
9142,things
9143,like
9144,people
9145,whether
9146,they're
9147,dead
9148,alive
9149,people
9150,walk
9151,loud
9152,come
9153,make
9154,death
9155,miserable
9156,wish
9157,never
9158,lived
9159,delia
